INSPECTION_NUMBER|ESTABLISHMENT_NAME|CITY|STATE|ZIP_CODE|SIC_CODE|NAICS_CODE|SAMPLING_NUMBER|OFFICE_ID|DATE_SAMPLED|DATE_REPORTED|EIGHT_HR_TWA_CALC|LAB_NUMBER|FIELD_NUMBER|SAMPLE_TYPE|BLANK_SAMPLE|TIME_SAMPLED|AIR_VOLUME_SAMPLED|SAMPLE_WEIGHT|IMIS_SUBSTANCE_CODE|SUBSTANCE|SAMPLE_RESULT|UNIT_OF_MEASUREMENT|QUALIFIER
1859755|Plasma Coatings Inc| MIDDLEBURY|CT|6762||332812|483110|111500|2025-Nov-18|2025-Dec-04|N|F57633|3|W|N||||689|Chromium (VI) - TWA|0|X|ND
1860506|AIR MOD| BATAVIA|OH|45103||336411|483436|522000|2025-Nov-20|2025-Dec-04|N|F57678|202|P|Y||||689|Chromium (VI) - TWA|0|X|ND-BLK
1860506|AIR MOD| BATAVIA|OH|45103||336411|483436|522000|2025-Nov-20|2025-Dec-04|N|F57677|201|P|N|392|784||689|Chromium (VI) - TWA|0.000361|M|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480895-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54931|07290H|P|N|376|639.2||9135|Particulates not otherwise regulated (Total Dust)|< 0.135|M|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480895-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54932|07519H||Y||||9135|Particulates not otherwise regulated (Total Dust)|3.61|Y|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480897-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54932|07519H||Y||||9135|Particulates not otherwise regulated (Total Dust)|3.61|Y|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480895-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54931|07290H|P|N|376|639.2||S105|Silica, Cristobalite (Total)|<1|%|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480895-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54932|07519H||Y||||S105|Silica, Cristobalite (Total)|<1|%|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480897-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54932|07519H||Y||||S105|Silica, Cristobalite (Total)|<1|%|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480895-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54931|07290H|P|N|376|639.2||9000|Silica, Respirable Crystalline (NEW)|< -0.0000306|M|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480895-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54932|07519H||Y||||9000|Silica, Respirable Crystalline (NEW)|< 0.0200|Y|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480897-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54932|07519H||Y||||9000|Silica, Respirable Crystalline (NEW)|< 0.0200|Y|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480895-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54931|07290H|P|N|376|639.2||S103|Silica (Quartz, Total)|6|%|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480895-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54932|07519H||Y||||S103|Silica (Quartz, Total)|<1|%|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480897-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54932|07519H||Y||||S103|Silica (Quartz, Total)|<1|%|
1831623|Florida Airboat Partners LLC|JACKSONVILLE|FL|32207||336612|475987-OIS|419700|2025-Jul-08|2025-Dec-04|N|55703|07076H|P|N|230|391||9135|Particulates not otherwise regulated (Total Dust)|0.34|M|
1831623|Florida Airboat Partners LLC|JACKSONVILLE|FL|32207||336612|475987-OIS|419700|2025-Jul-08|2025-Dec-04|Y|55704|05060H||Y||||9130|Particulates not otherwise regulated (Respirable Fraction)|< 0.0860|Y|
1831623|Florida Airboat Partners LLC|JACKSONVILLE|FL|32207||336612|475987-OIS|419700|2025-Jul-08|2025-Dec-04|N|55703|07076H|P|N|230|391||S105|Silica, Cristobalite (Total)|<1|%|
1831623|Florida Airboat Partners LLC|JACKSONVILLE|FL|32207||336612|475987-OIS|419700|2025-Jul-08|2025-Dec-04|N|55703|07076H|P|N|230|391||9000|Silica, Respirable Crystalline (NEW)|0.106|M|
1831623|Florida Airboat Partners LLC|JACKSONVILLE|FL|32207||336612|475987-OIS|419700|2025-Jul-08|2025-Dec-04|Y|55704|05060H||Y||||9000|Silica, Respirable Crystalline (NEW)|< 0.0100|Y|
1831623|Florida Airboat Partners LLC|JACKSONVILLE|FL|32207||336612|475987-OIS|419700|2025-Jul-08|2025-Dec-04|N|55703|07076H|P|N|230|391||S103|Silica (Quartz, Total)|30|%|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480897-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54934|07053H|P|N|376|639.2||9130|Particulates not otherwise regulated (Respirable Fraction)|< 0.135|M|
1852418|Crush-It, LLC|TAMPA|FL|33618||562920|480897-OIS|420600|2025-Sep-24|2025-Dec-04|Y|54934|07053H|P|N|376|639.2||9000|Silica, Respirable Crystalline (NEW)|0.0377|M|
1828570|KW PROPERTY MANAGEMENT & CONSULTING, LLC| MIAMI|FL|33140||531311|476049|418800|2025-Jul-01|2025-Dec-05|N|F56800|1|B|N||||8920|Material Examination|0|N|
1828570|KW PROPERTY MANAGEMENT & CONSULTING, LLC| MIAMI|FL|33140||531311|476049|418800|2025-Jul-01|2025-Dec-05|N|F56799|2|B|N||||8920|Material Examination|0|N|
1848104|Novatec, Inc.| BALTIMORE|MD|21225||333922|483635|352420|2025-Dec-01|2025-Dec-05|N|F57691|BLANK1|P|Y||||689|Chromium (VI) - TWA|0|X|ND-BLK
1848104|Novatec, Inc.| BALTIMORE|MD|21225||333922|483635|352420|2025-Dec-01|2025-Dec-05|N|F57690|MO0286289|P|N|567|1134||689|Chromium (VI) - TWA|0.000471|M|
1850657|HB Architectural Lighting|TARRYTOWN|NY|10591||335122|482836-OIS|216000|2025-Sep-30|2025-Dec-05|N|55837|09784E|P|N|420|728.28||9130|Particulates not otherwise regulated (Respirable Fraction)|0.184|M|
1850657|HB Architectural Lighting|TARRYTOWN|NY|10591||335122|482836-OIS|216000|2025-Sep-30|2025-Dec-05|Y|55838|02897E||Y||||9130|Particulates not otherwise regulated (Respirable Fraction)|< 0.0860|Y|
1850657|HB Architectural Lighting|TARRYTOWN|NY|10591||335122|482836-OIS|216000|2025-Sep-30|2025-Dec-05|N|55837|09784E|P|N|420|728.28||W103|Wood Dust, all soft and hard woods, except Western Red Cedar|≤ 0.184|M|
1850657|HB Architectural Lighting|TARRYTOWN|NY|10591||335122|482836-OIS|216000|2025-Sep-30|2025-Dec-05|Y|55838|02897E||Y||||W103|Wood Dust, all soft and hard woods, except Western Red Cedar|< 0.0860|Y|
1859956|Signature Wafer Company, LLC|APPLETON|WI|54914||311821|483217-OIS|521100|2025-Nov-19|2025-Dec-05|Y|55963|08146H|A|N|161|322||9135|Particulates not otherwise regulated (Total Dust)|65|M|
1859956|Signature Wafer Company, LLC|APPLETON|WI|54914||311821|483217-OIS|521100|2025-Nov-19|2025-Dec-05|Y|55964|07975H||Y||||9135|Particulates not otherwise regulated (Total Dust)|< 0.0860|Y|
1859956|Signature Wafer Company, LLC|APPLETON|WI|54914||311821|483218-OIS|521100|2025-Nov-19|2025-Dec-05|Y|55964|07975H||Y||||9135|Particulates not otherwise regulated (Total Dust)|< 0.0860|Y|
1859956|Signature Wafer Company, LLC|APPLETON|WI|54914||311821|483218-OIS|521100|2025-Nov-19|2025-Dec-05|Y|55965|07728H|A|N|154|308||9135|Particulates not otherwise regulated (Total Dust)|31.9|M|
1830165|Glebar Operating LLC|HASBROUCK HEIGHTS|NJ|07604||339112|483299-OIS|214500|2025-Nov-20|2025-Dec-05|Y|55981|A-1|P|N|126|252||9135|Particulates not otherwise regulated (Total Dust)|7.23|M|
1830165|Glebar Operating LLC|HASBROUCK HEIGHTS|NJ|07604||339112|483299-OIS|214500|2025-Nov-20|2025-Dec-05|Y|55982|B-1||Y||||9135|Particulates not otherwise regulated (Total Dust)|< 0.0860|Y|
1830165|Glebar Operating LLC|HASBROUCK HEIGHTS|NJ|07604||339112|483299-OIS|214500|2025-Nov-20|2025-Dec-05|Y|55983|B-2||Y||||9135|Particulates not otherwise regulated (Total Dust)|< 0.0860|Y|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 0.0445|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 25.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 25.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 0.0445|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 25.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 25.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||C141|Cadmium|< 0.000890|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||C141|Cadmium|< 0.500|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||C141|Cadmium|< 0.500|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||I200|Iron (Bulk)|1.72|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||I200|Iron (Bulk)|< 25.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||I200|Iron (Bulk)|< 25.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||V125|Vanadium|< 0.00267|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||V125|Vanadium|< 1.50|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||V125|Vanadium|< 1.50|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||0720|Cobalt, Metal, Dust and Fume (as Co)|< 0.00445|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||0720|Cobalt, Metal, Dust and Fume (as Co)|< 2.50|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||0720|Cobalt, Metal, Dust and Fume (as Co)|< 2.50|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||0731|Copper Fume (as Cu)|0.0118|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||0731|Copper Fume (as Cu)|< 2.50|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||0731|Copper Fume (as Cu)|< 2.50|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||0730|Copper Dusts and Mists (as Cu)|0.0118|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||0730|Copper Dusts and Mists (as Cu)|< 2.50|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||0730|Copper Dusts and Mists (as Cu)|< 2.50|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||Z100|Zinc|< 0.0445|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||Z100|Zinc|< 25.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||Z100|Zinc|< 25.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||0230|Antimony and Compounds (as Sb)|< 0.0445|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||0230|Antimony and Compounds (as Sb)|< 25.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||0230|Antimony and Compounds (as Sb)|< 25.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||0685|Chromium, Metal and Insoluble Salts|< 0.0178|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||0685|Chromium, Metal and Insoluble Salts|< 10.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||0685|Chromium, Metal and Insoluble Salts|< 10.0|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||1620|Manganese Fume (as Mn)|0.126|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||1620|Manganese Fume (as Mn)|< 2.50|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||1620|Manganese Fume (as Mn)|< 2.50|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||1520|Iron Oxide Fume|2.45|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||1520|Iron Oxide Fume|< 35.7|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||1520|Iron Oxide Fume|< 35.7|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||1591|Lead, Inorganic (as Pb)|< 0.00890|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||1591|Lead, Inorganic (as Pb)|< 5.00|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||1591|Lead, Inorganic (as Pb)|< 5.00|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||2571|Vanadium fume (as V2O5)|< 0.00477|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||2571|Vanadium fume (as V2O5)|< 2.68|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||2571|Vanadium fume (as V2O5)|< 2.68|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|N|55958|B|P|N|281|562||2610|Zinc Oxide Fume|< 0.0554|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483201-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||2610|Zinc Oxide Fume|< 31.1|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|Y|55959|BLANK||Y||||2610|Zinc Oxide Fume|< 31.1|X|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 0.0299|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 0.0299|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||C141|Cadmium|< 0.000598|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||I200|Iron (Bulk)|1.76|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||V125|Vanadium|< 0.00179|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||0720|Cobalt, Metal, Dust and Fume (as Co)|< 0.00299|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||0731|Copper Fume (as Cu)|0.00565|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||0730|Copper Dusts and Mists (as Cu)|0.00565|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||Z100|Zinc|< 0.0299|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||0230|Antimony and Compounds (as Sb)|< 0.0299|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||0685|Chromium, Metal and Insoluble Salts|< 0.0120|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||1620|Manganese Fume (as Mn)|0.407|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||1520|Iron Oxide Fume|2.52|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||1591|Lead, Inorganic (as Pb)|< 0.00598|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||2571|Vanadium fume (as V2O5)|< 0.00320|M|
1857805|Chesapeake Machining & Fabrication, Inc.|HUNT VALLEY|MD|21031||332999|483202-OIS|352420|2025-Nov-20|2025-Dec-05|N|55961|D|P|N|418|836||2610|Zinc Oxide Fume|< 0.0372|M|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56167|CS1|W|N||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56168|DS1|W|N||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56169|L1|W|N||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56170|L2|W|N||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56171|TW|W|N||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56172|BLANK1||Y||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56167|CS1|W|N||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56168|DS1|W|N||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56169|L1|W|N||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56170|L2|W|N||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56171|TW|W|N||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56172|BLANK1||Y||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56167|CS1|W|N||||C141|Cadmium|< 1.00|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56168|DS1|W|N||||C141|Cadmium|< 1.00|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56169|L1|W|N||||C141|Cadmium|< 1.00|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56170|L2|W|N||||C141|Cadmium|< 1.00|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56171|TW|W|N||||C141|Cadmium|< 1.00|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56172|BLANK1||Y||||C141|Cadmium|< 1.00|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56167|CS1|W|N||||I200|Iron (Bulk)|< 50.0|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56168|DS1|W|N||||I200|Iron (Bulk)|102|X|
1838246|U.S. Bronze Foundry and Machine, Inc.|ERIE|PA|16506||331492|483540-OIS|336000|2025-Nov-25|2025-Dec-05|Y|56169|L1|W|N||||I200|Iron (Bulk)|< 50.0|X|
